train_acc_step,step,train_loss_step,epoch
0.03125,49,9.211002349853516,0
0.03125,99,8.823572158813477,0
0.0625,149,8.319524765014648,0
0.09375,199,8.059585571289062,0
0.1875,249,7.361437797546387,0
0.40625,299,5.081839561462402,0
0.3125,349,5.89391565322876,0
0.34375,399,5.440608024597168,0
0.4375,449,5.243991851806641,0
0.28125,499,6.096716403961182,0
0.40625,549,4.8646240234375,0
0.375,599,5.482499122619629,0
